Gene ID,Symbol,Name,Cytoband,Type
ENSG00000214941,ZSWIM7,"zinc finger, SWIM-type containing 7",17p12,protein_coding
ENSG00000172081,MOB3A,MOB kinase activator 3A,19p13.3,protein_coding
ENSG00000239855,IGKV1-6,immunoglobulin kappa variable 1-6,2p11.2,IG_V_gene
ENSG00000211847,TRAJ42,T cell receptor alpha joining 42,14q11.2,TR_J_gene
ENSG00000277515,RN7SL495P,RN7SL495P,15q11.2,misc_RNA
ENSG00000160959,LRRC14,leucine rich repeat containing 14,8q24.3,protein_coding
ENSG00000168286,THAP11,THAP domain containing 11,16q22.1,protein_coding
ENSG00000257218,GATC,"glutamyl-tRNA(Gln) amidotransferase, subunit C",12q24.31,protein_coding
ENSG00000229544,NKX1-2,NK1 homeobox 2,10q26.13,protein_coding
ENSG00000146112,PPP1R18,"protein phosphatase 1, regulatory subunit 18",6p21.33,protein_coding
ENSG00000196900,TEX43,testis expressed 43,5q23.2,protein_coding
ENSG00000171119,NRTN,neurturin,19p13.3,protein_coding
ENSG00000177640,CASC2,cancer susceptibility candidate 2 (non-protein coding),10q26.11,antisense
ENSG00000147262,GPR119,G protein-coupled receptor 119,Xq26.1,protein_coding
ENSG00000162817,C1orf115,chromosome 1 open reading frame 115,1q41,protein_coding
ENSG00000086848,ALG9,"ALG9, alpha-1,2-mannosyltransferase",11q23.1,protein_coding
ENSG00000276950,GSTTP1,glutathione S-transferase theta pseudogene 1,22q11.23,transcribed_unprocessed_pseudogene
ENSG00000183643,C15orf32,chromosome 15 open reading frame 32,15q26.1,lincRNA
ENSG00000211781,TRAV7,T cell receptor alpha variable 7,14q11.2,TR_V_gene
ENSG00000152137,HSPB8,heat shock 22kDa protein 8,12q24.23,protein_coding
ENSG00000169692,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2,9q34.3,protein_coding
ENSG00000176428,VPS37D,vacuolar protein sorting 37 homolog D (S. cerevisiae),7q11.23,protein_coding
ENSG00000157259,GATAD1,GATA zinc finger domain containing 1,7q21.2,protein_coding
ENSG00000278661,TRAJ37,T cell receptor alpha joining 37,14q11.2,TR_J_gene
ENSG00000260097,SPDYE6,speedy/RINGO cell cycle regulator family member E6,7q22.1,protein_coding
ENSG00000237254,TRBV30,T cell receptor beta variable 30 (gene/pseudogene),7q34,TR_V_gene
ENSG00000142959,BEST4,bestrophin 4,1p34.1,protein_coding
ENSG00000255529,POLR2M,polymerase (RNA) II (DNA directed) polypeptide M,15q21.3,protein_coding
ENSG00000153443,UBALD1,UBA-like domain containing 1,16p13.3,protein_coding
ENSG00000170653,ATF7,activating transcription factor 7,12q13.13,protein_coding
ENSG00000215472,RPL17-C18orf32,RPL17-C18orf32 readthrough,18q21.1,protein_coding
ENSG00000172409,CLP1,cleavage and polyadenylation factor I subunit 1,11q12.1,protein_coding
ENSG00000231952,DPY19L1P2,DPY19L1 pseudogene 2,7p14.3,unprocessed_pseudogene
ENSG00000135406,PRPH,peripherin,12q13.12,protein_coding
ENSG00000241755,IGKV1-9,immunoglobulin kappa variable 1-9,2p11.2,IG_V_gene
ENSG00000211851,TRAJ38,T cell receptor alpha joining 38,14q11.2,TR_J_gene
ENSG00000185433,LINC00158,long intergenic non-protein coding RNA 158,21q21.2,lincRNA
ENSG00000211655,IGLV1-36,immunoglobulin lambda variable 1-36,22q11.22,IG_V_gene
ENSG00000160972,PPP1R16A,"protein phosphatase 1, regulatory subunit 16A",8q24.3,protein_coding
ENSG00000135390,ATP5G2,"ATP synthase, H+ transporting, mitochondrial Fo complex, subunit C2 (subunit 9)",12q13.13,protein_coding
ENSG00000205037,RP11-863P13.4,RP11-863P13.4,16q24.2,lincRNA
ENSG00000249437,NAIP,"NLR family, apoptosis inhibitory protein",5q13.2,protein_coding
ENSG00000260202,RP3-333B15.4,RP3-333B15.4,20p11.21,lincRNA
ENSG00000115468,EFHD1,"EF-hand domain family, member D1",2q37.1,protein_coding
ENSG00000183379,SYNDIG1L,synapse differentiation inducing 1-like,14q24.3,protein_coding
ENSG00000207620,MIR516A2,microRNA 516a-2,19q13.42,miRNA
ENSG00000269800,PLEKHA3P1,"pleckstrin homology domain containing, family A member 3 pseudogene 1",19q13.2,processed_pseudogene
ENSG00000272549,RP11-351J23.2,RP11-351J23.2,6q27,lincRNA
ENSG00000133027,PEMT,phosphatidylethanolamine N-methyltransferase,17p11.2,protein_coding
ENSG00000129625,REEP5,receptor accessory protein 5,5q22.2,protein_coding
ENSG00000100478,AP4S1,"adaptor-related protein complex 4, sigma 1 subunit",14q12,protein_coding
ENSG00000214087,ARL16,ADP-ribosylation factor-like 16,17q25.3,protein_coding
ENSG00000124380,SNRNP27,small nuclear ribonucleoprotein 27kDa (U4/U6.U5),2p13.3,protein_coding
ENSG00000149021,SCGB1A1,"secretoglobin, family 1A, member 1 (uteroglobin)",11q12.3,protein_coding
ENSG00000254851,RP11-109L13.1,RP11-109L13.1,11q23.3,unprocessed_pseudogene
ENSG00000183128,CALHM3,calcium homeostasis modulator 3,10q24.33,protein_coding
ENSG00000146674,IGFBP3,insulin-like growth factor binding protein 3,7p12.3,protein_coding
ENSG00000163221,S100A12,S100 calcium binding protein A12,1q21.3,protein_coding
ENSG00000186466,AQP7P1,aquaporin 7 pseudogene 1,9q13,unprocessed_pseudogene
ENSG00000221944,TIGD1,tigger transposable element derived 1,2q37.1,protein_coding
ENSG00000250770,RP5-1063M23.1,RP5-1063M23.1,12p13.32,lincRNA
ENSG00000168389,MFSD2A,major facilitator superfamily domain containing 2A,1p34.2,protein_coding
ENSG00000200095,RNU6-181P,RNU6-181P,15q26.3,snRNA
ENSG00000153814,JAZF1,JAZF zinc finger 1,"7p15.2, 7p15.1",protein_coding
ENSG00000164978,NUDT2,nudix (nucleoside diphosphate linked moiety X)-type motif 2,9p13.3,protein_coding
ENSG00000153179,RASSF3,Ras association (RalGDS/AF-6) domain family member 3,12q14.2,protein_coding
ENSG00000263818,CTD-2206N4.4,CTD-2206N4.4,17q12,transcribed_processed_pseudogene
ENSG00000211912,IGHD2-21,immunoglobulin heavy diversity 2-21,14q32.33,IG_D_gene
ENSG00000187118,CMC1,C-x(9)-C motif containing 1,3p24.1,protein_coding
ENSG00000251201,TMED7-TICAM2,TMED7-TICAM2 readthrough,5q22.3,protein_coding
ENSG00000183287,CCBE1,collagen and calcium binding EGF domains 1,18q21.32,protein_coding
ENSG00000214212,C19orf38,chromosome 19 open reading frame 38,19p13.2,protein_coding
ENSG00000179292,TMEM151A,transmembrane protein 151A,11q13.2,protein_coding
ENSG00000231389,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1",6p21.32,protein_coding
ENSG00000176182,MYPOP,"Myb-related transcription factor, partner of profilin",19q13.32,protein_coding
ENSG00000177971,IMP3,"IMP3, U3 small nucleolar ribonucleoprotein",15q24.2,protein_coding
ENSG00000150527,CTAGE5,"CTAGE family, member 5",14q21.1,protein_coding
ENSG00000273217,CTC-432M15.3,CTC-432M15.3,5q31.1,protein_coding
ENSG00000277215,SPANXA2-OT1,SPANXA2 overlapping transcript 1,Xq27.2,lincRNA
ENSG00000116586,LAMTOR2,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 2",1q22,protein_coding
ENSG00000216775,RP1-152L7.5,RP1-152L7.5,6p12.2,transcribed_unprocessed_pseudogene
ENSG00000232629,HLA-DQB2,"major histocompatibility complex, class II, DQ beta 2",6p21.32,protein_coding
ENSG00000223997,TRDD1,T cell receptor delta diversity 1,14q11.2,TR_D_gene
ENSG00000251545,RP11-798K23.3,RP11-798K23.3,5q35.3,unprocessed_pseudogene
ENSG00000207725,MIR222,microRNA 222,Xp11.3,miRNA
ENSG00000197728,RPS26,ribosomal protein S26,12q13.2,protein_coding
ENSG00000164039,BDH2,"3-hydroxybutyrate dehydrogenase, type 2",4q24,protein_coding
ENSG00000159261,CLDN14,claudin 14,21q22.13,protein_coding
ENSG00000007080,CCDC124,coiled-coil domain containing 124,19p13.11,protein_coding
ENSG00000165949,IFI27,"interferon, alpha-inducible protein 27",14q32.12,protein_coding
ENSG00000169715,MT1E,metallothionein 1E,16q13,protein_coding
ENSG00000196542,SPTSSB,"serine palmitoyltransferase, small subunit B",3q26.1,protein_coding
ENSG00000234996,RP11-480I12.7,RP11-480I12.7,1q32.1,lincRNA
ENSG00000108590,MED31,mediator complex subunit 31,17p13.1,protein_coding
ENSG00000160888,IER2,immediate early response 2,19p13.13,protein_coding
ENSG00000221795,MIR1324,microRNA 1324,#,miRNA
ENSG00000234883,MIR155HG,MIR155 host gene,21q21.3,lincRNA
ENSG00000279988,AL022578.1,AL022578.1,Xp11.23,protein_coding
ENSG00000151532,VTI1A,vesicle transport through interaction with t-SNAREs 1A,10q25.2,protein_coding
ENSG00000240583,AQP1,aquaporin 1 (Colton blood group),7p14.3,protein_coding
ENSG00000278558,TMEM191B,transmembrane protein 191B,22q11.21,protein_coding
ENSG00000246859,STARD4-AS1,STARD4 antisense RNA 1,5q22.1,antisense
ENSG00000173156,RHOD,ras homolog family member D,11q13.2,protein_coding
ENSG00000096395,MLN,motilin,6p21.31,protein_coding
ENSG00000117133,RPF1,ribosome production factor 1 homolog (S. cerevisiae),1p22.3,protein_coding
ENSG00000187026,KRTAP21-2,keratin associated protein 21-2,21q22.11,protein_coding
ENSG00000276311,MIR6511A3,microRNA 6511a-3,16p13.11,miRNA
ENSG00000137312,FLOT1,flotillin 1,6p21.33,protein_coding
ENSG00000205339,IPO7,importin 7,11p15.4,protein_coding
ENSG00000207992,MIR519A1,microRNA 519a-1,19q13.42,miRNA
ENSG00000171658,RP11-443P15.2,RP11-443P15.2,3q27.2,transcribed_unprocessed_pseudogene
ENSG00000174151,CYB561D1,"cytochrome b561 family, member D1",1p13.3,protein_coding
ENSG00000185808,PIGP,"phosphatidylinositol glycan anchor biosynthesis, class P",21q22.13,protein_coding
ENSG00000274133,RP11-163I18.2,RP11-163I18.2,7q36.1,processed_pseudogene
ENSG00000221494,MIR548I4,microRNA 548i-4,Xq21.1,miRNA
ENSG00000167580,AQP2,aquaporin 2 (collecting duct),12q13.12,protein_coding
ENSG00000204548,DEFB121,"defensin, beta 121",20q11.21,protein_coding
ENSG00000159182,PRAC1,prostate cancer susceptibility candidate 1,17q21.32,protein_coding
ENSG00000204650,CRHR1-IT1,CRHR1 intronic transcript 1,17q21.31,transcribed_unprocessed_pseudogene
ENSG00000156239,N6AMT1,N-6 adenine-specific DNA methyltransferase 1 (putative),21q21.3,protein_coding
ENSG00000180999,C1orf105,chromosome 1 open reading frame 105,1q24.3,protein_coding
ENSG00000183741,CBX6,chromobox homolog 6,22q13.1,protein_coding
ENSG00000172426,RSPH9,radial spoke head 9 homolog (Chlamydomonas),6p21.1,protein_coding
ENSG00000265818,EEF1E1-BLOC1S5,EEF1E1-BLOC1S5 readthrough (NMD candidate),6p24.3,protein_coding
ENSG00000096006,CRISP3,cysteine-rich secretory protein 3,6p12.3,protein_coding
ENSG00000139343,SNRPF,small nuclear ribonucleoprotein polypeptide F,12q23.1,protein_coding
ENSG00000140682,TGFB1I1,transforming growth factor beta 1 induced transcript 1,16p11.2,protein_coding
ENSG00000211661,IGLV3-22,immunoglobulin lambda variable 3-22 (gene/pseudogene),22q11.22,IG_V_gene
ENSG00000156411,C14orf2,chromosome 14 open reading frame 2,14q32.33,protein_coding
ENSG00000165685,TMEM52B,transmembrane protein 52B,12p13.2,protein_coding
ENSG00000253882,RP11-61L23.2,RP11-61L23.2,7q35,transcribed_unprocessed_pseudogene
ENSG00000204370,SDHD,"succinate dehydrogenase complex, subunit D, integral membrane protein",11q23.1,protein_coding
ENSG00000186567,CEACAM19,carcinoembryonic antigen-related cell adhesion molecule 19,19q13.31,protein_coding
ENSG00000164241,C5orf63,chromosome 5 open reading frame 63,5q23.2,protein_coding
ENSG00000189060,H1F0,"H1 histone family, member 0",22q13.1,protein_coding
ENSG00000169598,DFFB,"DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)",1p36.32,protein_coding
ENSG00000100249,C22orf31,chromosome 22 open reading frame 31,22q12.1,protein_coding
ENSG00000156170,NDUFAF6,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",8q22.1,protein_coding
ENSG00000177666,PNPLA2,patatin-like phospholipase domain containing 2,11p15.5,protein_coding
ENSG00000165669,FAM204A,"family with sequence similarity 204, member A",10q26.11,protein_coding
ENSG00000258436,RNASE12,"ribonuclease, RNase A family, 12 (non-active)",14q11.2,protein_coding
ENSG00000167523,SPATA33,spermatogenesis associated 33,16q24.3,protein_coding
ENSG00000273244,KB-7G2.8,KB-7G2.8,22q11.1,processed_transcript
ENSG00000183691,NOG,noggin,17q22,protein_coding
ENSG00000100380,ST13,suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein),22q13.2,protein_coding
ENSG00000259571,BLID,"BH3-like motif containing, cell death inducer",11q24.1,protein_coding
ENSG00000248848,PPBPP2,pro-platelet basic protein pseudogene 2,4q13.3,transcribed_unprocessed_pseudogene
ENSG00000175274,TP53I11,tumor protein p53 inducible protein 11,11p11.2,protein_coding
ENSG00000126088,UROD,uroporphyrinogen decarboxylase,1p34.1,protein_coding
ENSG00000178934,LGALS7B,"lectin, galactoside-binding, soluble, 7B",19q13.2,protein_coding
ENSG00000106992,AK1,adenylate kinase 1,9q34.11,protein_coding
ENSG00000225828,FAM229A,"family with sequence similarity 229, member A",1p35.1,protein_coding
ENSG00000143727,ACP1,"acid phosphatase 1, soluble",2p25.3,protein_coding
ENSG00000184979,USP18,ubiquitin specific peptidase 18,22q11.21,protein_coding
ENSG00000171051,FPR1,formyl peptide receptor 1,19q13.41,protein_coding
ENSG00000262180,OCLM,oculomedin,1q31.1,protein_coding
ENSG00000122386,ZNF205,zinc finger protein 205,16p13.3,protein_coding
ENSG00000116353,MECR,mitochondrial trans-2-enoyl-CoA reductase,1p35.3,protein_coding
ENSG00000167720,SRR,serine racemase,17p13.3,protein_coding
ENSG00000177202,SPACA4,sperm acrosome associated 4,19q13.33,protein_coding
ENSG00000278530,CHMP1B2P,"charged multivesicular body protein 1B2, pseudogene",Xq21.1,unitary_pseudogene
ENSG00000176232,RP5-1193P9.4,RP5-1193P9.4,7q11.21,unprocessed_pseudogene
ENSG00000221261,MIR1208,microRNA 1208,8q24.21,miRNA
ENSG00000171936,OR10H3,"olfactory receptor, family 10, subfamily H, member 3",19p13.12,protein_coding
ENSG00000221845,C7orf65,chromosome 7 open reading frame 65,7p12.3,lincRNA
ENSG00000165527,ARF6,ADP-ribosylation factor 6,14q21.3,protein_coding
ENSG00000185716,C16orf52,chromosome 16 open reading frame 52,16p12.2,protein_coding
ENSG00000144401,METTL21A,methyltransferase like 21A,2q33.3,protein_coding
ENSG00000211859,TRAJ30,T cell receptor alpha joining 30,14q11.2,TR_J_gene
ENSG00000182346,DAOA,D-amino acid oxidase activator,13q33.2,protein_coding
ENSG00000169857,AVEN,"apoptosis, caspase activation inhibitor",15q14,protein_coding
ENSG00000104343,UBE2W,ubiquitin-conjugating enzyme E2W (putative),8q21.11,protein_coding
ENSG00000169139,UBE2V2,ubiquitin-conjugating enzyme E2 variant 2,8q11.21,protein_coding
ENSG00000155265,GOLGA7B,"golgin A7 family, member B",10q24.2,protein_coding
ENSG00000132286,TIMM10B,translocase of inner mitochondrial membrane 10 homolog B (yeast),11p15.4,protein_coding
ENSG00000173988,LRRC63,leucine rich repeat containing 63,13q14.13,protein_coding
ENSG00000211810,TRAV29DV5,T cell receptor alpha variable 29/delta variable 5 (gene/pseudogene),14q11.2,TR_V_gene
ENSG00000075388,FGF4,fibroblast growth factor 4,11q13.3,protein_coding
ENSG00000183160,TMEM119,transmembrane protein 119,12q23.3,protein_coding
ENSG00000119559,C19orf25,chromosome 19 open reading frame 25,19p13.3,protein_coding
ENSG00000113368,LMNB1,lamin B1,5q23.2,protein_coding
ENSG00000221697,MIR1275,microRNA 1275,6p21.31,miRNA
ENSG00000170919,TPT1-AS1,TPT1 antisense RNA 1,13q14.13,antisense
ENSG00000257489,RP11-175P13.3,RP11-175P13.3,12q23.1,transcribed_unprocessed_pseudogene
ENSG00000002933,TMEM176A,transmembrane protein 176A,7q36.1,protein_coding
ENSG00000205592,MUC19,"mucin 19, oligomeric",12q12,processed_transcript
ENSG00000234231,AC093616.4,AC093616.4,2p11.2,unprocessed_pseudogene
ENSG00000173295,FAM86B3P,"family with sequence similarity 86, member A pseudogene",8p23.1,transcribed_unprocessed_pseudogene
ENSG00000211772,TRBC2,T cell receptor beta constant 2,7q34,TR_C_gene
ENSG00000186132,C2orf76,chromosome 2 open reading frame 76,2q14.2,protein_coding
ENSG00000099974,DDTL,D-dopachrome tautomerase-like,22q11.23,protein_coding
ENSG00000043591,ADRB1,adrenoceptor beta 1,10q25.3,protein_coding
ENSG00000182487,NCF1B,neutrophil cytosolic factor 1B pseudogene,7q11.23,transcribed_unprocessed_pseudogene
ENSG00000104970,KIR3DX1,"killer cell immunoglobulin-like receptor, three domains, X1",19q13.42,protein_coding
ENSG00000231551,RP11-495P10.1,RP11-495P10.1,1q21.2,lincRNA
ENSG00000201300,SNORD115-27,"small nucleolar RNA, C/D box 115-27",15q11.2,snoRNA
ENSG00000147439,BIN3,bridging integrator 3,8p21.3,protein_coding
ENSG00000198643,FAM3D,"family with sequence similarity 3, member D",3p14.2,protein_coding
ENSG00000111490,TBC1D30,"TBC1 domain family, member 30",12q14.3,protein_coding
ENSG00000125430,HS3ST3B1,heparan sulfate (glucosamine) 3-O-sulfotransferase 3B1,17p12,protein_coding
ENSG00000259171,RP11-903H12.5,RP11-903H12.5,14q11.2,protein_coding
ENSG00000146676,PURB,purine-rich element binding protein B,7p13,protein_coding
ENSG00000207639,MIR193B,microRNA 193b,16p13.12,miRNA
ENSG00000100764,PSMC1,"proteasome (prosome, macropain) 26S subunit, ATPase, 1",14q32.11,protein_coding
ENSG00000105372,RPS19,ribosomal protein S19,19q13.2,protein_coding
ENSG00000280920,HPVC1,human papillomavirus (type 18) E5 central sequence-like 1,7p11.2,lincRNA
ENSG00000164451,FAM26D,"family with sequence similarity 26, member D",6q22.1,protein_coding
ENSG00000136404,TM6SF1,transmembrane 6 superfamily member 1,15q25.2,protein_coding
ENSG00000243302,RP11-274B21.2,RP11-274B21.2,7q32.1,processed_pseudogene
ENSG00000172954,LCLAT1,lysocardiolipin acyltransferase 1,2p23.1,protein_coding
ENSG00000163735,CXCL5,chemokine (C-X-C motif) ligand 5,4q13.3,protein_coding
ENSG00000186312,CA5BP1,carbonic anhydrase VB pseudogene 1,Xp22.2,transcribed_unprocessed_pseudogene
ENSG00000198681,MAGEA1,melanoma antigen family A1,Xq28,protein_coding
ENSG00000188846,RPL14,ribosomal protein L14,3p22.1,protein_coding
ENSG00000197176,RP11-76E12.1,RP11-76E12.1,14q32.2,lincRNA
ENSG00000172731,LRRC20,leucine rich repeat containing 20,10q22.1,protein_coding
ENSG00000121900,TMEM54,transmembrane protein 54,1p35.1,protein_coding
ENSG00000165533,TTC8,tetratricopeptide repeat domain 8,14q31.3,protein_coding
ENSG00000113734,BNIP1,BCL2/adenovirus E1B 19kDa interacting protein 1,5q35.1,protein_coding
ENSG00000180509,KCNE1,"potassium channel, voltage gated subfamily E regulatory beta subunit 1",21q22.12,protein_coding
ENSG00000228300,C19orf24,chromosome 19 open reading frame 24,19p13.3,protein_coding
ENSG00000113558,SKP1,S-phase kinase-associated protein 1,5q31.1,protein_coding
ENSG00000140995,DEF8,differentially expressed in FDCP 8 homolog (mouse),16q24.3,protein_coding
ENSG00000137098,SPAG8,sperm associated antigen 8,9p13.3,protein_coding
ENSG00000254294,IMPDH1P6,IMP (inosine monophosphate) dehydrogenase 1 pseudogene 6,8q24.13,processed_pseudogene
ENSG00000255291,RP11-701I24.1,RP11-701I24.1,11p15.1,processed_pseudogene
ENSG00000181019,NQO1,"NAD(P)H dehydrogenase, quinone 1",16q22.1,protein_coding
ENSG00000205929,C21orf62,chromosome 21 open reading frame 62,21q22.11,protein_coding
ENSG00000171956,FOXB1,forkhead box B1,15q22.2,protein_coding
ENSG00000256537,SMIM10L1,small integral membrane protein 10 like 1,12p13.2,lincRNA
ENSG00000182704,TSKU,"tsukushi, small leucine rich proteoglycan",11q13.5,protein_coding
ENSG00000171867,PRNP,prion protein,20p13,protein_coding
ENSG00000214279,SCART1,scavenger receptor protein family member,10q26.3,unitary_pseudogene
ENSG00000253304,TMEM200B,transmembrane protein 200B,1p35.3,protein_coding
ENSG00000253209,IGHV3-65,immunoglobulin heavy variable 3-65 (pseudogene),14q32.33,IG_V_pseudogene
ENSG00000183186,C2CD4C,C2 calcium-dependent domain containing 4C,19p13.3,protein_coding
ENSG00000188938,FAM120AOS,family with sequence similarity 120A opposite strand,9q22.31,protein_coding
ENSG00000102317,RBM3,"RNA binding motif (RNP1, RRM) protein 3",Xp11.23,protein_coding
ENSG00000164366,CCDC127,coiled-coil domain containing 127,5p15.33,protein_coding
ENSG00000205269,TMEM170B,transmembrane protein 170B,6p24.2,protein_coding
ENSG00000122696,SLC25A51,"solute carrier family 25, member 51","9p13.2, 9p13.1",protein_coding
ENSG00000153130,SCOC,short coiled-coil protein,4q31.1,protein_coding
ENSG00000279151,RP1-163M9.7,RP1-163M9.7,1p36.13,lincRNA
ENSG00000223609,HBD,hypophosphatemic bone disease,11p15.4,protein_coding
ENSG00000105610,KLF1,Kruppel-like factor 1 (erythroid),19p13.13,protein_coding
ENSG00000194717,MIR494,microRNA 494,14q32.31,miRNA
ENSG00000204695,OR14J1,"olfactory receptor, family 14, subfamily J, member 1",6p22.1,protein_coding
ENSG00000244045,TMEM199,transmembrane protein 199,17q11.2,protein_coding
ENSG00000129993,CBFA2T3,"core-binding factor, runt domain, alpha subunit 2; translocated to, 3",16q24.3,protein_coding
ENSG00000154548,SRSF12,serine/arginine-rich splicing factor 12,6q15,protein_coding
ENSG00000278265,MIR6770-3,microRNA 6770-3,16p13.11,miRNA
ENSG00000181027,FKRP,fukutin related protein,19q13.32,protein_coding
ENSG00000188690,UROS,uroporphyrinogen III synthase,10q26.2,protein_coding
ENSG00000233056,ERVH48-1,"endogenous retrovirus group 48, member 1",21q22.3,lincRNA
ENSG00000198736,MSRB1,methionine sulfoxide reductase B1,16p13.3,protein_coding
ENSG00000100028,SNRPD3,small nuclear ribonucleoprotein D3 polypeptide 18kDa,22q11.23,protein_coding
ENSG00000105171,POP4,"processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)",19q12,protein_coding
ENSG00000130733,YIPF2,"Yip1 domain family, member 2",19p13.2,protein_coding
ENSG00000205649,HTN3,histatin 3,4q13.3,protein_coding
ENSG00000221719,SNORA3,SNORA3,16p13.3,snoRNA
ENSG00000204446,C9orf170,chromosome 9 open reading frame 170,9q21.33,lincRNA
ENSG00000165704,HPRT1,hypoxanthine phosphoribosyltransferase 1,"Xq26.2, Xq26.3",protein_coding
ENSG00000198390,KRTAP13-1,keratin associated protein 13-1,21q22.11,protein_coding
ENSG00000123096,SSPN,sarcospan,12p12.1,protein_coding
ENSG00000180730,SHISA2,shisa family member 2,13q12.13,protein_coding
ENSG00000221454,AC005631.1,AC005631.1,#,miRNA
ENSG00000170906,NDUFA3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa",19q13.42,protein_coding
ENSG00000215283,HMGB3P24,high mobility group box 3 pseudogene 24,9p13.2,processed_pseudogene
ENSG00000159961,OR3A3,"olfactory receptor, family 3, subfamily A, member 3",17p13.2,protein_coding
ENSG00000242616,GNG10,"guanine nucleotide binding protein (G protein), gamma 10",9q31.3,protein_coding
ENSG00000199092,MIR410,microRNA 410,14q32.31,miRNA
ENSG00000174165,ZDHHC24,"zinc finger, DHHC-type containing 24",11q13.2,protein_coding
ENSG00000211532,MIR526A2,microRNA 526a-2,19q13.42,miRNA
ENSG00000157870,FAM213B,"family with sequence similarity 213, member B",1p36.32,protein_coding
ENSG00000240713,RN7SL860P,RN7SL860P,19p12,misc_RNA
ENSG00000240253,FAR2P3,fatty acyl CoA reductase 2 pseudogene 3,2q21.1,transcribed_unprocessed_pseudogene
ENSG00000228532,RP1-241P17.4,RP1-241P17.4,Xq23,processed_pseudogene
ENSG00000162639,HENMT1,HEN1 methyltransferase homolog 1 (Arabidopsis),1p13.3,protein_coding
ENSG00000102760,RGCC,regulator of cell cycle,13q14.11,protein_coding
ENSG00000204472,AIF1,allograft inflammatory factor 1,6p21.33,protein_coding
ENSG00000264179,RP11-672L10.5,RP11-672L10.5,18p11.32,processed_pseudogene
ENSG00000201569,SNORD114-17,"small nucleolar RNA, C/D box 114-17",14q32.31,snoRNA
ENSG00000214050,FBXO16,F-box protein 16,8p21.1,protein_coding
ENSG00000138663,COPS4,COP9 signalosome subunit 4,4q21.22,protein_coding
ENSG00000274728,AC091565.1,AC091565.1,#,miRNA
ENSG00000111481,COPZ1,"coatomer protein complex, subunit zeta 1",12q13.13,protein_coding
ENSG00000183092,BEGAIN,brain-enriched guanylate kinase-associated,14q32.2,protein_coding
ENSG00000162040,HS3ST6,heparan sulfate (glucosamine) 3-O-sulfotransferase 6,16p13.3,protein_coding
ENSG00000153495,TEX29,testis expressed 29,13q34,protein_coding
ENSG00000137720,C11orf1,chromosome 11 open reading frame 1,11q23.1,protein_coding
ENSG00000141873,SLC39A3,"solute carrier family 39 (zinc transporter), member 3",19p13.3,protein_coding
ENSG00000140950,TLDC1,TBC/LysM-associated domain containing 1,16q24.1,protein_coding
ENSG00000182400,TRAPPC6B,trafficking protein particle complex 6B,14q21.1,protein_coding
ENSG00000198574,SH2D1B,SH2 domain containing 1B,1q23.3,protein_coding
ENSG00000119686,FLVCR2,"feline leukemia virus subgroup C cellular receptor family, member 2",14q24.3,protein_coding
ENSG00000223417,TRIM49D1,tripartite motif containing 49D1,11q14.3,protein_coding
ENSG00000109814,UGDH,UDP-glucose 6-dehydrogenase,4p14,protein_coding
ENSG00000260306,RP11-645C24.5,RP11-645C24.5,16p12.2,lincRNA
ENSG00000172663,TMEM134,transmembrane protein 134,11q13.2,protein_coding
ENSG00000119919,NKX2-3,NK2 homeobox 3,10q24.2,protein_coding
ENSG00000176641,RNF152,ring finger protein 152,18q21.33,protein_coding
ENSG00000228474,OST4,oligosaccharyltransferase 4 homolog (S. cerevisiae),2p23.3,protein_coding
ENSG00000188305,C19orf35,chromosome 19 open reading frame 35,19p13.3,protein_coding
ENSG00000214324,C3orf56,chromosome 3 open reading frame 56,3q21.3,protein_coding
ENSG00000104213,PDGFRL,platelet-derived growth factor receptor-like,8p22,protein_coding
ENSG00000185966,LCE3E,late cornified envelope 3E,1q21.3,protein_coding
ENSG00000089220,PEBP1,phosphatidylethanolamine binding protein 1,12q24.23,protein_coding
ENSG00000152133,GPATCH11,G patch domain containing 11,2p22.2,protein_coding
ENSG00000182545,RNASE10,"ribonuclease, RNase A family, 10 (non-active)",14q11.2,protein_coding
ENSG00000260861,RP4-576H24.4,RP4-576H24.4,20p13,protein_coding
ENSG00000188263,IL17REL,interleukin 17 receptor E-like,22q13.33,protein_coding
ENSG00000237451,CDK2AP2P2,CDK2AP2P2,9q13,processed_pseudogene
ENSG00000004455,AK2,adenylate kinase 2,1p35.1,protein_coding
ENSG00000167112,TRUB2,TruB pseudouridine (psi) synthase family member 2,9q34.11,protein_coding
ENSG00000122180,MYOG,myogenin (myogenic factor 4),1q32.1,protein_coding
ENSG00000001460,STPG1,sperm-tail PG-rich repeat containing 1,1p36.11,protein_coding
ENSG00000169727,GPS1,G protein pathway suppressor 1,17q25.3,protein_coding
ENSG00000245008,RP11-744N12.3,RP11-744N12.3,11q24.3,antisense
ENSG00000231475,IGHV4-31,immunoglobulin heavy variable 4-31,14q32.33,IG_V_gene
